release_speed,release_pos_x,release_pos_y,release_pos_z,zone,stand,p_throws,type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,spin_axis,winning_by
92.3,-1.33,53.78,5.56,14,1,1,1.0,1,2,0.2,0.55,0.92,2.02,0,0,0,0,6,0.0,0.0,0.0,93.7,2481,6.7,169,5
94.1,-1.38,53.8,5.55,9,0,1,1.0,1,2,0.0,0.55,0.45,1.53,0,0,0,2,5,0.0,0.0,0.0,95.0,2644,6.7,183,4
94.3,-1.39,53.66,5.53,14,0,1,0.0,0,2,-0.02,0.45,0.45,0.73,0,0,0,2,5,0.0,0.0,0.0,95.6,2589,6.8,207,4
94.5,-1.39,53.8,5.53,14,0,1,1.0,0,1,0.03,0.44,0.52,1.0,0,0,0,2,5,0.0,0.0,0.0,95.5,2596,6.7,200,4
94.3,-1.35,53.86,5.53,14,0,1,1.0,0,0,0.06,0.47,0.86,1.32,0,0,0,2,5,0.0,0.0,0.0,95.1,2540,6.6,201,4
93.8,-1.33,53.73,5.52,14,1,1,1.0,1,2,-0.09,0.52,0.98,1.13,0,0,0,1,5,0.0,0.0,0.0,94.9,2552,6.8,181,4
93.9,-1.35,53.65,5.49,14,1,1,0.0,0,2,0.35,0.38,1.85,0.68,0,0,0,1,5,0.0,0.0,0.0,94.9,2600,6.8,178,4
93.3,-1.44,53.85,5.54,14,1,1,1.0,0,1,0.13,0.59,0.68,1.42,0,0,0,1,5,0.0,0.0,0.0,94.3,2535,6.6,188,4
94.8,-1.5,53.74,5.54,14,1,1,1.0,0,0,0.02,0.73,1.44,1.28,0,0,0,1,5,0.0,0.0,0.0,95.8,2470,6.8,211,4
92.7,-1.49,53.91,5.6,14,0,1,0.0,0,0,0.31,0.59,1.07,1.04,0,0,0,0,5,0.0,0.0,0.0,93.4,2487,6.6,189,4
93.8,-1.28,53.84,5.48,14,1,1,1.0,2,2,0.04,0.59,0.69,1.37,0,0,0,2,4,0.0,0.0,0.0,94.5,2570,6.7,173,4
95.0,-1.31,53.83,5.55,14,1,1,0.0,0,2,0.25,0.51,1.1,1.43,0,0,0,2,4,0.0,0.0,0.0,95.8,2548,6.7,185,4
94.7,-1.33,53.72,5.51,14,0,1,1.0,1,1,0.32,0.5,1.39,1.28,0,0,0,1,4,0.0,0.0,0.0,96.1,2742,6.8,165,4
93.4,-1.35,53.96,5.64,14,1,1,1.0,2,2,0.31,0.51,1.41,1.64,0,0,0,0,4,0.0,0.0,0.0,94.4,2636,6.5,176,4
92.2,-1.38,53.92,5.53,14,1,1,0.0,1,1,0.23,0.41,0.14,0.73,0,0,0,0,4,0.0,0.0,0.0,93.3,2655,6.6,184,4
92.7,-1.44,53.7,5.58,14,1,1,0.0,0,1,-0.01,0.69,1.41,0.86,0,0,0,0,4,0.0,0.0,0.0,94.1,2654,6.8,199,4
92.7,-1.27,53.89,5.58,14,0,1,1.0,0,2,0.35,0.39,0.91,1.2,0,0,0,2,3,0.0,0.0,0.0,93.8,2693,6.6,167,0
91.8,-1.46,53.88,5.56,6,0,1,1.0,0,1,0.29,0.45,0.79,2.16,0,0,0,2,3,0.0,0.0,0.0,93.0,2617,6.6,177,0
92.4,-1.45,53.84,5.57,8,0,1,1.0,0,0,0.33,0.37,-0.02,1.8,0,0,0,2,3,0.0,0.0,0.0,93.5,2560,6.7,181,0
92.5,-1.27,53.62,5.55,14,0,1,1.0,1,2,0.37,0.25,1.98,1.5,0,0,0,1,3,0.0,0.0,0.0,93.7,2631,6.9,159,0
92.6,-1.49,53.91,5.55,9,1,1,1.0,1,0,0.14,0.61,0.61,1.98,0,0,0,0,3,0.0,0.0,0.0,93.9,2598,6.6,189,0
92.5,-1.48,53.95,5.6,14,1,1,0.0,0,0,0.23,0.61,0.45,1.5,0,0,0,0,3,0.0,0.0,0.0,93.8,2521,6.5,181,0
92.6,-1.44,53.88,5.6,9,1,1,1.0,3,2,-0.03,0.67,0.58,1.73,0,0,0,1,2,0.0,0.0,0.0,93.6,2560,6.6,186,0
93.7,-1.43,53.76,5.51,14,1,1,0.0,2,2,-0.04,0.6,0.52,1.02,0,0,0,1,2,0.0,0.0,0.0,94.5,2569,6.7,210,0
93.5,-1.47,53.91,5.5,14,1,1,1.0,2,1,-0.06,0.54,0.63,1.38,0,0,0,1,2,0.0,0.0,0.0,94.3,2569,6.6,207,0
91.8,-1.36,53.96,5.57,14,1,1,0.0,1,1,0.14,0.53,1.56,1.53,0,0,0,1,2,0.0,0.0,0.0,92.6,2594,6.5,183,0
95.7,-1.28,53.53,5.47,14,1,1,1.0,2,2,0.43,0.6,1.43,0.84,0,0,0,2,1,0.0,0.0,0.0,96.8,2564,7.0,183,0
95.3,-1.31,53.62,5.4,14,1,1,1.0,2,1,0.31,0.73,1.21,0.99,0,0,0,2,1,0.0,0.0,0.0,96.8,2465,6.9,199,0
92.1,-1.45,53.87,5.81,14,1,1,0.0,1,1,0.3,0.59,1.04,1.08,0,0,0,0,5,0.0,0.0,0.0,93.2,2556,6.6,191,-1
92.1,-1.5,54.01,5.74,14,1,1,1.0,1,0,0.24,0.22,0.51,0.56,0,0,0,0,5,0.0,0.0,0.0,92.5,2513,6.5,182,-1
92.8,-1.39,53.86,5.69,3,1,1,1.0,0,1,0.3,0.48,0.59,2.96,1,0,0,1,4,0.0,0.0,0.0,94.1,2601,6.6,176,-1
91.6,-1.28,53.84,5.83,12,0,1,0.0,0,1,0.45,0.74,0.99,3.0,0,1,0,0,4,20.0,82.5,-7.0,93.0,2498,6.7,189,-1
92.2,-1.45,53.86,5.72,14,0,1,1.0,0,0,0.21,0.33,0.97,1.97,0,1,0,0,4,3.0,45.7,-35.0,93.2,2544,6.6,161,-1
92.1,-1.54,53.97,5.71,5,1,1,0.0,0,1,0.14,0.57,0.17,2.19,0,0,0,0,4,21.0,101.6,-5.0,93.0,2556,6.5,197,0
92.9,-1.63,54.03,5.74,8,1,1,1.0,0,0,0.22,0.45,0.15,2.05,0,0,0,0,4,1.0,0.0,0.0,93.8,2606,6.5,196,0
92.8,-1.4,53.79,5.71,9,1,1,0.0,0,2,0.44,0.25,0.52,1.91,0,0,0,2,3,8.0,95.9,-14.0,94.0,2675,6.7,137,0
93.0,-1.48,53.74,5.74,14,0,1,0.0,2,2,0.07,0.52,0.72,0.33,0,0,0,0,3,0.0,0.0,0.0,94.1,2578,6.8,181,0
92.0,-1.52,53.84,5.76,14,0,1,0.0,1,2,0.27,0.35,0.77,1.3,0,0,0,0,3,0.0,0.0,0.0,92.7,2595,6.7,168,0
92.8,-1.55,53.87,5.83,14,0,1,0.0,0,2,0.32,0.66,0.06,1.04,0,0,0,0,3,0.0,0.0,0.0,93.7,2577,6.6,175,0
93.1,-1.49,53.78,5.66,14,1,1,1.0,0,2,0.43,0.46,1.34,0.75,0,0,0,2,2,0.0,0.0,0.0,94.1,2637,6.7,177,0
92.5,-1.5,53.92,5.7,14,0,1,0.0,0,2,0.29,0.3,0.34,1.15,0,0,0,1,2,19.0,92.2,-3.0,93.0,2614,6.6,179,0
93.3,-1.55,53.84,5.74,14,1,1,1.0,1,2,0.2,0.45,0.09,1.33,0,0,0,0,2,0.0,0.0,0.0,94.3,2611,6.7,168,0
92.7,-1.65,53.78,5.69,14,1,1,1.0,1,1,0.43,0.55,1.1,1.21,0,0,0,0,2,0.0,0.0,0.0,93.7,2694,6.7,153,0
94.5,-1.57,53.78,5.78,14,0,1,1.0,1,1,0.16,0.51,0.67,0.65,0,0,0,2,1,0.0,0.0,0.0,95.6,2676,6.7,196,0
93.7,-1.7,53.76,5.7,9,0,1,1.0,0,0,0.11,0.39,0.67,1.74,0,0,0,2,1,1.0,60.0,-55.0,94.9,2669,6.7,187,0
92.8,-1.63,53.71,5.82,14,0,1,1.0,1,2,0.18,0.42,0.59,1.28,0,0,0,1,1,0.0,0.0,0.0,94.1,2858,6.8,122,0
94.1,-1.55,53.79,5.8,14,0,1,0.0,0,2,0.08,0.43,1.07,1.2,0,0,0,1,1,0.0,0.0,0.0,95.3,2697,6.7,164,0
93.2,-1.67,53.83,5.74,8,1,1,1.0,1,2,0.29,0.57,0.27,1.91,0,0,0,0,1,0.0,0.0,0.0,94.3,2700,6.7,174,0
94.8,-1.7,53.9,5.77,9,1,1,1.0,1,2,0.08,0.33,0.49,1.93,0,0,0,0,1,4.0,78.5,-29.0,95.4,2579,6.6,181,0
