executed,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
1,SL,2022-08-07,92.3,-1.33,5.56,"deGrom, Jacob",542303,594798,strikeout,swinging_strike,,,,,14,Marcell Ozuna strikes out swinging.,R,R,R,NYM,ATL,S,2,,1,2,2022,0.2,0.55,0.92,2.02,,,,0,6,Top,,,,,621512,,,5.338762568030580,-134.4785477142660,-4.491715237001190,1.4675587619681200,25.28053627531780,-24.81459624507340,3.6,1.73,,,,93.7,2481,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.78,,,0,1,0,0,,44,5,Slider,5,0,0,5,0,5,0,5,Standard,Standard,169,0.01,-0.158
1,SL,2022-08-07,94.1,-1.38,5.55,"deGrom, Jacob",543257,594798,strikeout,swinging_strike,,,,,9,Robbie Grossman strikes out swinging.,R,L,R,NYM,ATL,S,2,,1,2,2022,0,0.55,0.45,1.53,,,,2,5,Top,,,,,621512,,,4.775419145195710,-136.9889441974650,-6.017420279466230,-1.0122132264142200,28.83413997857450,-24.097691224243200,3.02,1.41,,,,95,2644,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.8,,,0,1,0,0,,38,4,Slider,4,0,0,4,0,4,0,4,Infield shift,Standard,183,0.005,-0.07
1,SL,2022-08-07,94.3,-1.39,5.53,"deGrom, Jacob",543257,594798,,ball,,,,,14,Robbie Grossman strikes out swinging.,R,L,R,NYM,ATL,B,,,0,2,2022,-0.02,0.45,0.45,0.73,,,,2,5,Top,,,,,621512,,,4.889256383375390,-137.20577151443200,-7.876578324902140,-1.2723497029479700,27.509458553676800,-25.100661742143200,3.02,1.42,,,,95.6,2589,6.8,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.66,,,,,,,,38,3,Slider,4,0,0,4,0,4,0,4,Infield shift,Standard,207,0,0.011
1,SL,2022-08-07,94.5,-1.39,5.53,"deGrom, Jacob",543257,594798,,swinging_strike,,,,,14,Robbie Grossman strikes out swinging.,R,L,R,NYM,ATL,S,,,0,1,2022,0.03,0.44,0.52,1,,,,2,5,Top,,,,,621512,,,4.969868414547750,-137.55141924216800,-7.200507422013920,-0.6583937197614210,28.372845652302500,-25.18735198853880,3.02,1.41,,,,95.5,2596,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.8,,,,,,,,38,2,Slider,4,0,0,4,0,4,0,4,Infield shift,Standard,200,0,-0.023
1,SL,2022-08-07,94.3,-1.35,5.53,"deGrom, Jacob",543257,594798,,called_strike,,,,,14,Robbie Grossman strikes out swinging.,R,L,R,NYM,ATL,S,,,0,0,2022,0.06,0.47,0.86,1.32,,,,2,5,Top,,,,,621512,,,5.659724521441740,-137.2122138989740,-6.3564328731638300,-0.3947112609883010,28.481667143489200,-25.048948028768700,3.2,1.53,,,,95.1,2540,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.86,,,,,,,,38,1,Slider,4,0,0,4,0,4,0,4,Infield shift,Standard,201,0,-0.017
1,SL,2022-08-07,93.8,-1.33,5.52,"deGrom, Jacob",661388,594798,strikeout,swinging_strike,,,,,14,William Contreras strikes out swinging.,R,R,R,NYM,ATL,S,2,,1,2,2022,-0.09,0.52,0.98,1.13,,,,1,5,Top,,,,,621512,,,6.232858281839880,-136.48328278678200,-6.88054977903512,-2.388234081657530,28.099441402335400,-24.355366182782000,3.64,1.74,,,,94.9,2552,6.8,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.73,,,0,1,0,0,,37,4,Slider,4,0,0,4,0,4,0,4,Standard,Standard,181,0.011,-0.112
0,SL,2022-08-07,93.9,-1.35,5.49,"deGrom, Jacob",661388,594798,,ball,,,,,14,William Contreras strikes out swinging.,R,R,R,NYM,ATL,B,,,0,2,2022,0.35,0.38,1.85,0.68,,,,1,5,Top,,,,,621512,,,7.577454501808230,-136.47161781203400,-7.661886182320820,2.7309534924067300,28.915068123033900,-25.924458456951100,3.64,1.75,,,,94.9,2600,6.8,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.65,,,,,,,,37,3,Slider,4,0,0,4,0,4,0,4,Standard,Standard,178,0,0.011
1,SL,2022-08-07,93.3,-1.44,5.54,"deGrom, Jacob",661388,594798,,swinging_strike,,,,,14,William Contreras strikes out swinging.,R,R,R,NYM,ATL,S,,,0,1,2022,0.13,0.59,0.68,1.42,,,,1,5,Top,,,,,621512,,,5.19440480237163,-135.7492029950370,-6.2453208467060400,0.6544375490852250,26.80528582374700,-23.734751292697100,3.64,1.74,,,,94.3,2535,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.85,,,,,,,,37,2,Slider,4,0,0,4,0,4,0,4,Standard,Standard,188,0,-0.031
1,SL,2022-08-07,94.8,-1.5,5.54,"deGrom, Jacob",661388,594798,,swinging_strike,,,,,14,William Contreras strikes out swinging.,R,R,R,NYM,ATL,S,,,0,0,2022,0.02,0.73,1.44,1.28,,,,1,5,Top,,,,,621512,,,7.6948299161810900,-137.7739752021530,-7.1831987099834800,-1.368964387601260,28.320550904784000,-21.465169531378300,3.64,1.74,,,,95.8,2470,6.8,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.74,,,,,,,,37,1,Slider,4,0,0,4,0,4,0,4,Standard,Standard,211,0,-0.024
0,SL,2022-08-07,92.7,-1.49,5.6,"deGrom, Jacob",592696,594798,,ball,,,,,14,Eddie Rosario pops out to third baseman Luis Guillorme.,R,L,R,NYM,ATL,B,,,0,0,2022,0.31,0.59,1.07,1.04,,,,0,5,Top,,,,,621512,,,5.894423400579450,-134.88666638992000,-7.215232866307750,2.5474595228258600,28.09306885461310,-23.613784350042500,3.25,1.71,,,,93.4,2487,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.91,,,,,,,,36,1,Slider,4,0,0,4,0,4,0,4,Infield shift,Standard,189,0,0.033
1,SL,2022-08-07,93.8,-1.28,5.48,"deGrom, Jacob",663586,594798,strikeout,swinging_strike,,,,,14,Austin Riley strikes out swinging.,R,R,R,NYM,ATL,S,2,,2,2,2022,0.04,0.59,0.69,1.37,,,,2,4,Top,,,,,621512,,,5.043450479543350,-136.52060653529400,-6.256074517441840,-0.5954450529197340,29.783121488992000,-23.625771516594500,3.5,1.61,,,,94.5,2570,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.84,,,0,1,0,0,,29,5,Slider,4,0,0,4,0,4,0,4,Standard,Standard,173,0.006,-0.083
1,SL,2022-08-07,95,-1.31,5.55,"deGrom, Jacob",663586,594798,,ball,,,,,14,Austin Riley strikes out swinging.,R,R,R,NYM,ATL,B,,,0,2,2022,0.25,0.51,1.1,1.43,,,,2,4,Top,,,,,621512,,,5.789630041595090,-138.18755730745500,-6.319000789265460,1.995659248444190,29.41340035298800,-24.48522948766380,3.54,1.61,,,,95.8,2548,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.83,,,,,,,,29,3,Slider,4,0,0,4,0,4,0,4,Standard,Standard,185,0,0.011
1,SL,2022-08-07,94.7,-1.33,5.51,"deGrom, Jacob",621566,594798,,swinging_strike,,,,,14,Matt Olson flies out to left fielder Mark Canha.,R,L,R,NYM,ATL,S,,,1,1,2022,0.32,0.5,1.39,1.28,,,,1,4,Top,,,,,621512,,,6.457560235873320,-137.8308869440620,-6.615834141467230,2.8932074721149700,26.621821691816500,-24.670811170330300,3.48,1.69,,,,96.1,2742,6.8,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.72,,,,,,,,28,3,Slider,4,0,0,4,0,4,0,4,Infield shift,Standard,165,0,-0.036
1,SL,2022-08-07,93.4,-1.35,5.64,"deGrom, Jacob",621020,594798,strikeout,swinging_strike,,,,,14,Dansby Swanson strikes out swinging.,R,R,R,NYM,ATL,S,2,,2,2,2022,0.31,0.51,1.41,1.64,,,,0,4,Top,,,,,621512,,,6.453311072566570,-135.9996874795070,-5.758357362023020,2.60850497467743,25.886522999742800,-24.892858312162100,3.52,1.64,,,,94.4,2636,6.5,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.96,,,0,1,0,0,,27,5,Slider,4,0,0,4,0,4,0,4,Standard,Standard,176,0.016,-0.195
0,SL,2022-08-07,92.2,-1.38,5.53,"deGrom, Jacob",621020,594798,,ball,,,,,14,Dansby Swanson strikes out swinging.,R,R,R,NYM,ATL,B,,,1,1,2022,0.23,0.41,0.14,0.73,,,,0,4,Top,,,,,621512,,,3.401146675441130,-134.22698110441300,-7.377065659605170,2.1585763901411900,25.023079695166900,-25.968755833138700,3.61,1.8,,,,93.3,2655,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.92,,,,,,,,27,3,Slider,4,0,0,4,0,4,0,4,Standard,Standard,184,0,0.049
0,SL,2022-08-07,92.7,-1.44,5.58,"deGrom, Jacob",621020,594798,,ball,,,,,14,Dansby Swanson strikes out swinging.,R,R,R,NYM,ATL,B,,,0,1,2022,-0.01,0.69,1.41,0.86,,,,0,4,Top,,,,,621512,,,7.377152210325600,-134.84313670337000,-7.933548775413180,-1.4634815363021300,24.651542817768100,-22.298355302587100,3.53,1.72,,,,94.1,2654,6.8,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.7,,,,,,,,27,2,Slider,4,0,0,4,0,4,0,4,Standard,Standard,199,0,0.025
1,SL,2022-08-07,92.7,-1.27,5.58,"deGrom, Jacob",501303,594798,strikeout,swinging_strike,,,,,14,Ehire Adrianza strikes out swinging.,R,L,R,NYM,ATL,S,2,,0,2,2022,0.35,0.39,0.91,1.2,,,,2,3,Top,,,,,621512,,,4.844257401953790,-134.9528871397680,-6.3786664580118100,3.4498186612685600,25.679213600466100,-26.265431873317400,3.16,1.49,,,,93.8,2693,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.89,,,0,1,0,0,,18,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,167,0.011,-0.059
1,SL,2022-08-07,91.8,-1.46,5.56,"deGrom, Jacob",501303,594798,,swinging_strike,,,,,6,Ehire Adrianza strikes out swinging.,R,L,R,NYM,ATL,S,,,0,1,2022,0.29,0.45,0.79,2.16,,,,2,3,Top,,,,,621512,,,5.123660341006020,-133.77067833070700,-3.851088846811240,2.5651006247077800,25.06585901033150,-26.114893344373600,3.16,1.49,,,,93,2617,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.88,,,,,,,,18,2,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,177,0,-0.023
1,SL,2022-08-07,92.4,-1.45,5.57,"deGrom, Jacob",501303,594798,,called_strike,,,,,8,Ehire Adrianza strikes out swinging.,R,L,R,NYM,ATL,S,,,0,0,2022,0.33,0.37,-0.02,1.8,,,,2,3,Top,,,,,621512,,,2.930332660191270,-134.6774739400970,-4.6869212362494100,3.511935648054110,26.38061300595280,-26.930807151707400,3.16,1.5,,,,93.5,2560,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.84,,,,,,,,18,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,181,0,-0.017
1,SL,2022-08-07,92.5,-1.27,5.55,"deGrom, Jacob",671739,594798,strikeout,swinging_strike,,,,,14,Michael Harris II strikes out swinging.,R,L,R,NYM,ATL,S,2,,1,2,2022,0.37,0.25,1.98,1.5,,,,1,3,Top,,,,,621512,,,7.560677534430780,-134.53414372880500,-5.169906065686140,2.943824449988470,27.054660681885300,-28.22117496521340,3.48,1.59,,,,93.7,2631,6.9,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.62,,,0,1,0,0,,17,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,159,0.018,-0.112
1,SL,2022-08-07,92.6,-1.49,5.55,"deGrom, Jacob",542303,594798,,swinging_strike,,,,,9,Marcell Ozuna flies out to right fielder Starling Marte.,R,R,R,NYM,ATL,S,,,1,0,2022,0.14,0.61,0.61,1.98,,,,0,3,Top,,,,,621512,,,5.0947548976684,-134.86353471934500,-4.790106909151490,0.8750220002875160,24.021019093399700,-23.93122676638230,3.6,1.73,,,,93.9,2598,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.91,,,,,,,,16,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,189,0,-0.043
1,SL,2022-08-07,92.5,-1.48,5.6,"deGrom, Jacob",542303,594798,,ball,,,,,14,Marcell Ozuna flies out to right fielder Starling Marte.,R,R,R,NYM,ATL,B,,,0,0,2022,0.23,0.61,0.45,1.5,,,,0,3,Top,,,,,621512,,,4.465133562324430,-134.78870273795400,-6.121280467494630,2.035825506754370,23.944353201933600,-23.75372027205330,3.6,1.83,,,,93.8,2521,6.5,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.95,,,,,,,,16,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,181,0,0.033
1,SL,2022-08-07,92.6,-1.44,5.6,"deGrom, Jacob",661388,594798,strikeout,swinging_strike,,,,,9,William Contreras strikes out swinging.,R,R,R,NYM,ATL,S,2,,3,2,2022,-0.03,0.67,0.58,1.73,,,,1,2,Top,,,,,621512,,,5.261995348256640,-134.76958293127600,-5.633728101686140,-1.345612286827480,26.18453747613370,-23.064102160237900,3.64,1.74,,,,93.6,2560,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.88,,,0,1,0,0,,10,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,186,0.017,-0.207
1,SL,2022-08-07,93.7,-1.43,5.51,"deGrom, Jacob",661388,594798,,ball,,,,,14,William Contreras strikes out swinging.,R,R,R,NYM,ATL,B,,,2,2,2022,-0.04,0.6,0.52,1.02,,,,1,2,Top,,,,,621512,,,5.160878849483530,-136.3021109478750,-7.250439652810970,-1.5601614190691200,29.405483051596500,-23.310743364326700,3.51,1.79,,,,94.5,2569,6.7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.76,,,,,,,,10,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,210,0,0.073
1,SL,2022-08-07,93.5,-1.47,5.5,"deGrom, Jacob",661388,594798,,swinging_strike,,,,,14,William Contreras strikes out swinging.,R,R,R,NYM,ATL,S,,,2,1,2022,-0.06,0.54,0.63,1.38,,,,1,2,Top,,,,,621512,,,5.578695354710770,-136.01819351809300,-6.120342373264060,-1.8872135884885400,27.419136115157400,-24.429081923756400,3.64,1.74,,,,94.3,2569,6.6,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.91,,,,,,,,10,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,207,0,-0.046
0,SL,2022-08-07,91.8,-1.36,5.57,"deGrom, Jacob",661388,594798,,ball,,,,,14,William Contreras strikes out swinging.,R,R,R,NYM,ATL,B,,,1,1,2022,0.14,0.53,1.56,1.53,,,,1,2,Top,,,,,621512,,,7.1176805216712400,-133.60249509427400,-5.608255909571580,0.23838268317290700,26.268213530792700,-24.78446331498640,3.62,1.74,,,,92.6,2594,6.5,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.96,,,,,,,,10,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,183,0,0.033
1,SL,2022-08-07,95.7,-1.28,5.47,"deGrom, Jacob",663586,594798,strikeout,swinging_strike,,,,,14,Austin Riley strikes out swinging.,R,R,R,NYM,ATL,S,2,,2,2,2022,0.43,0.6,1.43,0.84,,,,2,1,Top,,,,,621512,,,6.25055261410187,-139.09736744048800,-8.032431914978270,4.183244723103690,31.004925480111300,-22.797005841443000,3.5,1.61,,,,96.8,2564,7,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.53,,,0,1,0,0,,3,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,183,0.01,-0.083
1,SL,2022-08-07,95.3,-1.31,5.4,"deGrom, Jacob",663586,594798,,swinging_strike,,,,,14,Austin Riley strikes out swinging.,R,R,R,NYM,ATL,S,,,2,1,2022,0.31,0.73,1.21,0.99,,,,2,1,Top,,,,,621512,,,6.013259602672570,-138.6177572459870,-7.72471949871327,2.824840613544990,26.567577008802600,-21.392037398580900,3.5,1.61,,,,96.8,2465,6.9,662416,594798,621512,624413,643446,641645,596019,592192,607043,516782,53.62,,,,,,,,3,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,199,0,-0.031
1,SL,2022-08-02,92.1,-1.45,5.81,"deGrom, Jacob",608841,594798,,ball,,,,,14,Joey Meneses flies out to right fielder Starling Marte.,R,R,R,WSH,NYM,B,,,1,1,2022,0.3,0.59,1.04,1.08,,,,0,5,Bot,,,,,621512,,,5.71280284116613,-133.99237291408900,-7.5633285239755,2.6032657521379000,24.86883123691900,-23.79067453285160,3.43,1.6,,,,93.2,2556,6.6,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.87,,,,,,,,35,3,Slider,1,0,1,0,0,1,1,0,Standard,Standard,191,0,0.049
1,SL,2022-08-02,92.1,-1.5,5.74,"deGrom, Jacob",608841,594798,,swinging_strike,,,,,14,Joey Meneses flies out to right fielder Starling Marte.,R,R,R,WSH,NYM,S,,,1,0,2022,0.24,0.22,0.51,0.56,,,,0,5,Bot,,,,,621512,,,4.5896940406950800,-133.98433583804600,-7.810488910763480,1.9487596559271400,28.51716667250650,-28.054081809415400,3.49,1.6,,,,92.5,2513,6.5,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.01,,,,,,,,35,2,Slider,1,0,1,0,0,1,1,0,Standard,Standard,182,0,-0.043
0,SL,2022-08-02,92.8,-1.39,5.69,"deGrom, Jacob",443558,594798,,called_strike,,,,,3,Nelson Cruz strikes out swinging.,R,R,R,WSH,NYM,S,,,0,1,2022,0.3,0.48,0.59,2.96,671277,,,1,4,Bot,,,,,621512,,,4.4208073134707200,-135.20156381984400,-2.3446320277399900,2.910700322756980,25.129793314323200,-25.95625836195840,3.46,1.66,,,,94.1,2601,6.6,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.86,,,,,,,,30,2,Slider,1,0,1,0,0,1,1,0,Strategic,Standard,176,0,-0.129
0,SL,2022-08-02,91.6,-1.28,5.83,"deGrom, Jacob",628450,594798,field_out,hit_into_play,,,,,12,"Yadiel Hernandez grounds out, first baseman Pete Alonso to pitcher Jacob deGrom.   Luis Garcia to 3rd.",R,L,R,WSH,NYM,X,3,ground_ball,0,1,2022,0.45,0.74,0.99,3,,671277,,0,4,Bot,154.22,161.76,,,621512,,,4.818581875195540,-133.54500736180300,-2.999436510830000,4.605086691880040,23.916584484973000,-22.862924994372100,3.1,1.41,20,82.5,-7,93,2498,6.7,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.84,0.126,0.121,0,1,0,0,2,29,2,Slider,1,0,1,0,0,1,1,0,Standard,Standard,189,-0.006,-0.205
1,SL,2022-08-02,92.2,-1.45,5.72,"deGrom, Jacob",628450,594798,,foul,,,,,14,"Yadiel Hernandez grounds out, first baseman Pete Alonso to pitcher Jacob deGrom.   Luis Garcia to 3rd.",R,L,R,WSH,NYM,S,,,0,0,2022,0.21,0.33,0.97,1.97,,671277,,0,4,Bot,,,,,621512,,,5.736275874472210,-134.2055703982780,-4.513751409614100,1.4115782966202000,26.374891136616400,-27.457843531418700,3.1,1.41,3,45.7,-35,93.2,2544,6.6,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.86,,,,,,,,29,1,Slider,1,0,1,0,0,1,1,0,Standard,Standard,161,0,-0.056
1,SL,2022-08-02,92.1,-1.54,5.71,"deGrom, Jacob",645302,594798,single,hit_into_play,,,,,5,Victor Robles singles on a sharp ground ball to left fielder Tyler Naquin.,R,R,R,WSH,NYM,X,7,ground_ball,0,1,2022,0.14,0.57,0.17,2.19,,,,0,4,Bot,81.64,107.44,,,621512,,,4.046718669522320,-134.1655570211150,-4.425129811451880,0.9355648868885600,25.636324339906200,-24.610290311431,3.39,1.57,21,101.6,-5,93,2556,6.5,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.97,0.294,0.265,0.9,1,1,0,2,27,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,197,0.043,0.429
1,SL,2022-08-02,92.9,-1.63,5.74,"deGrom, Jacob",645302,594798,,foul_bunt,,,,,8,Victor Robles singles on a sharp ground ball to left fielder Tyler Naquin.,R,R,R,WSH,NYM,S,,,0,0,2022,0.22,0.45,0.15,2.05,,,,0,4,Bot,,,,,621512,,,4.119964998020320,-135.4131391308560,-4.750600225335540,1.930959716487760,25.883465264182600,-25.79691357088920,3.39,1.57,1,,,93.8,2606,6.5,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,54.03,,,,,,,,27,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,196,0,-0.034
1,SL,2022-08-02,92.8,-1.4,5.71,"deGrom, Jacob",596748,594798,field_out,hit_into_play,,,,,9,"Maikel Franco grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,R,R,WSH,NYM,X,6,ground_ball,0,2,2022,0.44,0.25,0.52,1.91,,,,2,3,Bot,105.49,155.16,,,621512,,,3.998210634935210,-135.22134602955300,-4.5916714106856400,4.5870898352036800,26.724422182405000,-28.341951019077100,3.24,1.5,8,95.9,-14,94,2675,6.7,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.79,0.186,0.167,0,1,0,0,2,22,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,137,-0.012,-0.059
0,SL,2022-08-02,93,-1.48,5.74,"deGrom, Jacob",641943,594798,,ball,,,,,14,Josh Palacios strikes out swinging.,R,L,R,WSH,NYM,B,,,2,2,2022,0.07,0.52,0.72,0.33,,,,0,3,Bot,,,,,621512,,,5.552649027189580,-135.24214102729600,-9.349237713584350,-0.29813929134975300,26.919876270568100,-24.086755142724000,3.34,1.61,,,,94.1,2578,6.8,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.74,,,,,,,,20,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,181,0,0.103
1,SL,2022-08-02,92,-1.52,5.76,"deGrom, Jacob",641943,594798,,ball,,,,,14,Josh Palacios strikes out swinging.,R,L,R,WSH,NYM,B,,,1,2,2022,0.27,0.35,0.77,1.3,,,,0,3,Bot,,,,,621512,,,5.25608893734002,-133.88707955280100,-6.29347351544203,2.1607855168777000,28.0824928018823,-26.85224686633610,3.31,1.61,,,,92.7,2595,6.7,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.84,,,,,,,,20,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,168,0,0.037
1,SL,2022-08-02,92.8,-1.55,5.83,"deGrom, Jacob",641943,594798,,ball,,,,,14,Josh Palacios strikes out swinging.,R,L,R,WSH,NYM,B,,,0,2,2022,0.32,0.66,0.06,1.04,,,,0,3,Bot,,,,,621512,,,3.436236328636340,-135.07026383659500,-8.019953511906700,3.3034325439202800,26.809564196016100,-22.65270887977570,3.35,1.61,,,,93.7,2577,6.6,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.87,,,,,,,,20,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,175,0,0.017
1,SL,2022-08-02,93.1,-1.49,5.66,"deGrom, Jacob",608841,594798,strikeout,swinging_strike,,,,,14,Joey Meneses strikes out swinging.,R,R,R,WSH,NYM,S,2,,0,2,2022,0.43,0.46,1.34,0.75,,,,2,2,Bot,,,,,621512,,,6.368030726383920,-135.46209268269900,-7.938518227455570,4.0543438796134800,27.155300410164100,-25.04997250695870,3.49,1.6,,,,94.1,2637,6.7,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.78,,,0,1,0,0,,15,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,177,-0.011,-0.059
1,SL,2022-08-02,92.5,-1.5,5.7,"deGrom, Jacob",660688,594798,single,hit_into_play,,,,,14,"Keibert Ruiz singles on a ground ball to right fielder Starling Marte.  Keibert Ruiz out at 2nd on the throw, right fielder Starling Marte to shortstop Francisco Lindor.",R,L,R,WSH,NYM,X,9,ground_ball,0,2,2022,0.29,0.3,0.34,1.15,,,,1,2,Bot,202.44,121.15,,,621512,,,4.051402084151950,-134.55202865553200,-6.502074932719790,2.7111643277691400,28.74200536525120,-27.316819638369300,3.32,1.56,19,92.2,-3,93,2614,6.6,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.92,0.251,0.24,0.9,1,1,0,2,14,3,Slider,0,0,0,0,0,0,0,0,Strategic,Standard,179,-0.016,0.317
1,SL,2022-08-02,93.3,-1.55,5.74,"deGrom, Jacob",443558,594798,strikeout,swinging_strike,,,,,14,Nelson Cruz strikes out swinging.,R,R,R,WSH,NYM,S,2,,1,2,2022,0.2,0.45,0.09,1.33,,,,0,2,Bot,,,,,621512,,,3.798166378525940,-135.8119603157890,-6.658340504041730,1.7023064294184100,27.20493826041300,-25.477367018125300,3.57,1.69,,,,94.3,2611,6.7,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.84,,,0,1,0,0,,13,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,168,-0.023,-0.158
1,SL,2022-08-02,92.7,-1.65,5.69,"deGrom, Jacob",443558,594798,,swinging_strike,,,,,14,Nelson Cruz strikes out swinging.,R,R,R,WSH,NYM,S,,,1,1,2022,0.43,0.55,1.1,1.21,,,,0,2,Bot,,,,,621512,,,6.1306616210570800,-134.88061934285900,-6.969123526030370,4.0623877553188700,27.252228180387600,-24.141612182413000,3.57,1.69,,,,93.7,2694,6.7,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.78,,,,,,,,13,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,153,0,-0.054
1,SL,2022-08-02,94.5,-1.57,5.78,"deGrom, Jacob",628450,594798,,swinging_strike,,,,,14,"Yadiel Hernandez grounds out, shortstop Francisco Lindor to first baseman Pete Alonso.",R,L,R,WSH,NYM,S,,,1,1,2022,0.16,0.51,0.67,0.65,,,,2,1,Bot,,,,,621512,,,5.507909652770230,-137.3913652486790,-8.921233299108800,0.9265510966072350,27.401499741217900,-24.109020658122400,3.1,1.41,,,,95.6,2676,6.7,662529,594798,621512,624413,643446,641645,596019,571980,607043,516782,53.78,,,,,,,,9,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,196,0,-0.023
