executed,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
1,SL,2022-08-31,93.2,-1.46,5.59,"deGrom, Jacob",641355,594798,strikeout,swinging_strike,,,,,14,Cody Bellinger strikes out swinging.,R,L,R,NYM,LAD,S,2,,0,2,2022,0.29,0.51,0.39,1.53,,,,1,3,Top,,,,,621512,,,4.135234220053360,-135.79537679910800,-5.900028703755180,2.841836403890920,25.79299196994270,-24.818482828010400,3.81,1.75,,,,93.8,2668,6.3,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54.21,,,0,1,0,0,,16,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,171,0.018,-0.1
0,SL,2022-08-31,94.2,-1.45,5.56,"deGrom, Jacob",457759,594798,field_out,hit_into_play,,,,,6,Justin Turner flies out to right fielder Starling Marte.,R,R,R,NYM,LAD,X,9,fly_ball,1,1,2022,0.26,0.66,0.34,2.23,,,,1,2,Top,169.94,62.06,,,621512,,,4.099102910819130,-137.24935908377800,-4.472037353656880,2.39200778132309,28.700143135879100,-23.05415219458410,3.38,1.57,355,94.5,31,94.8,2616,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54.04,0.123,0.21,0,1,0,0,3,10,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,188,0.017,-0.148
1,SL,2022-08-31,92.7,-1.46,5.6,"deGrom, Jacob",457759,594798,,swinging_strike,,,,,14,Justin Turner flies out to right fielder Starling Marte.,R,R,R,NYM,LAD,S,,,0,0,2022,0.29,0.46,1.18,2.05,,,,1,2,Top,,,,,621512,,,6.120360481813690,-134.99288059284700,-4.346576973418910,2.3261261371663900,27.050642373189600,-25.85027867459890,3.38,1.57,,,,93.3,2618,6.4,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54.09,,,,,,,,10,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,157,0,-0.024
1,SL,2022-08-31,93.6,-1.31,5.59,"deGrom, Jacob",669257,594798,strikeout,swinging_strike,,,,,14,Will Smith strikes out swinging.,R,R,R,NYM,LAD,S,2,,2,2,2022,0.46,0.46,1.36,1.13,,607208,,2,1,Top,,,,,621512,,,5.909309846990850,-136.21681088004800,-6.868800635156350,4.556475726704040,27.518024645939800,-25.148698700645500,3.29,1.53,,,,94.4,2667,6.6,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.93,,,0,1,0,0,,4,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,191,0.032,-0.259
1,SL,2022-08-31,93.8,-1.35,5.6,"deGrom, Jacob",669257,594798,,ball,,,,,14,Will Smith strikes out swinging.,R,R,R,NYM,LAD,B,,,1,2,2022,0.36,0.53,1.69,1.27,,607208,,2,1,Top,,,,,621512,,,7.100490819370550,-136.51162008057400,-6.793602972152450,3.241410579337070,24.648298376855300,-24.32861696823500,3.35,1.61,,,,94.9,2692,6.5,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,53.99,,,,,,,,4,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,190,0,0.029
1,SL,2022-08-31,94.8,-1.54,5.55,"deGrom, Jacob",607208,594798,walk,ball,,,,,13,Trea Turner walks.,R,R,R,NYM,LAD,B,,,3,1,2022,0.14,0.52,-0.9,1.9,,,,1,1,Top,,,,,621512,,,1.3644905966828000,-138.16290579928200,-5.126331506863210,1.541527362692620,27.827599005880800,-24.632368336891700,3.27,1.61,,,,95.5,2709,6.4,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54.12,,,0.7,1,0,0,,2,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,183,-0.025,0.163
0,SL,2022-08-31,94.1,-1.53,5.54,"deGrom, Jacob",607208,594798,,ball,,,,,13,Trea Turner walks.,R,R,R,NYM,LAD,B,,,2,1,2022,0.22,0.56,-0.09,1.06,,,,1,1,Top,,,,,621512,,,3.2693291552240300,-137.03640909198100,-7.221129654364080,2.1257907129294700,28.450258576205000,-23.774487328079200,3.29,1.79,,,,94.6,2704,6.4,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54.11,,,,,,,,2,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,186,0,0.075
1,SL,2022-08-31,92.4,-1.54,5.56,"deGrom, Jacob",607208,594798,,swinging_strike,,,,,14,Trea Turner walks.,R,R,R,NYM,LAD,S,,,2,0,2022,0.42,0.23,0.72,0.86,,,,1,1,Top,,,,,621512,,,4.856066466798510,-134.57165404055300,-6.765600676605200,4.239553565839000,24.630714566057400,-28.258715818165400,3.3,1.63,,,,93.3,2787,6.4,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54.1,,,,,,,,2,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,170,0,-0.042
0,SL,2022-08-31,92.7,-1.52,5.65,"deGrom, Jacob",605141,594798,field_out,hit_into_play,,,,,9,Mookie Betts flies out to left fielder Mark Canha.,R,R,R,NYM,LAD,X,7,fly_ball,0,2,2022,0.23,0.31,0.61,1.91,,,,0,1,Top,60.06,86.28,,,621512,,,4.9457505514343,-135.0072716149070,-4.4984018725578800,1.7904343592099900,27.25958892357140,-27.584758807579100,3.18,1.46,322,87.4,33,93.2,2684,6.4,662447,594798,621512,624413,643446,500871,596019,592192,607043,516782,54.13,0.029,0.04,0,1,0,0,3,1,3,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,138,0.022,-0.141
1,SL,2022-08-25,92.3,-1.4,5.59,"deGrom, Jacob",543068,594798,force_out,hit_into_play,,,,,14,"C.J. Cron grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil.   Brendan Rodgers out at 2nd.",R,R,R,NYM,COL,X,6,ground_ball,1,2,2022,0.6,0.24,1.36,2.01,,,663898,2,6,Top,122.89,169.53,,,621512,,,5.766163929787000,-134.47168469996300,-3.9169588810676300,6.19241015660817,26.13476448706290,-28.65285608580790,3.75,1.71,5,64.1,-20,93.3,2550,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.92,0.043,0.039,0,1,0,0,2,44,5,Slider,3,1,1,3,1,3,1,3,Standard,Standard,165,0.03,-0.158
1,SL,2022-08-25,92,-1.44,5.56,"deGrom, Jacob",543068,594798,,foul,,,,,14,"C.J. Cron grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil.   Brendan Rodgers out at 2nd.",R,R,R,NYM,COL,S,,,1,2,2022,0.41,0.52,0.7,1.44,,,663898,2,6,Top,,,,,621512,,,4.5806295832122400,-133.89097133762900,-5.809793422521310,3.9854503121659300,26.90398165868440,-24.872157897131800,3.75,1.71,240,74.7,40,92.8,2500,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.9,,,,,,,,44,4,Slider,3,1,1,3,1,3,1,3,Standard,Standard,191,0,0
0,SL,2022-08-25,91.7,-1.43,5.6,"deGrom, Jacob",543068,594798,,ball,,,,,14,"C.J. Cron grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil.   Brendan Rodgers out at 2nd.",R,R,R,NYM,COL,B,,,0,2,2022,0.27,0.64,1.47,0.59,,,663898,2,6,Top,,,,,621512,,,6.7837785287311500,-133.25076843240800,-8.283707812612310,1.9345927998176500,25.74076670328380,-23.066979138829100,3.78,1.76,,,,92.6,2615,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.83,,,,,,,,44,3,Slider,3,1,1,3,1,3,1,3,Standard,Standard,199,0,0.023
1,SL,2022-08-25,91.5,-1.52,5.57,"deGrom, Jacob",543068,594798,,swinging_strike,,,,,14,"C.J. Cron grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil.   Brendan Rodgers out at 2nd.",R,R,R,NYM,COL,S,,,0,1,2022,0.13,0.41,0.93,2.16,,,663898,2,6,Top,,,,,621512,,,5.918814577809280,-133.2283995874230,-3.698338428943550,0.46958299337595600,25.19078516891050,-26.760608232183600,3.75,1.71,,,,92.3,2626,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.01,,,,,,,,44,2,Slider,3,1,1,3,1,3,1,3,Standard,Standard,203,0,-0.048
1,SL,2022-08-25,91.6,-1.46,5.62,"deGrom, Jacob",543068,594798,,swinging_strike,,,,,14,"C.J. Cron grounds into a force out, shortstop Francisco Lindor to second baseman Jeff McNeil.   Brendan Rodgers out at 2nd.",R,R,R,NYM,COL,S,,,0,0,2022,0.16,0.47,0.87,2.47,,,663898,2,6,Top,,,,,621512,,,5.58336331635253,-133.39193614159600,-3.176994261523500,0.8856855811678360,25.475622649401000,-26.102181608901500,3.75,1.71,,,,92.8,2548,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.8,,,,,,,,44,1,Slider,3,1,1,3,1,3,1,3,Standard,Standard,210,0,-0.035
1,SL,2022-08-25,91.8,-1.49,5.59,"deGrom, Jacob",453568,594798,,foul,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,S,,,2,0,2022,0.31,0.68,0.51,1.31,,,663898,1,6,Top,,,,,621512,,,4.4266590614118200,-133.64110599936600,-6.543016197086290,2.916846530827490,24.479756149670500,-22.952747942403900,3.75,1.76,,,,92.9,2634,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.91,,,,,,,,43,3,Slider,3,1,1,3,1,3,1,3,Infield shift,Standard,179,0,-0.065
0,SL,2022-08-25,91.1,-1.44,5.52,"deGrom, Jacob",453568,594798,,ball,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,B,,,1,0,2022,0.38,0.7,1.21,2.07,,,663898,1,6,Top,,,,,621512,,,5.880113454514050,-132.72988262078800,-4.362918187153550,3.425264260834610,24.648875990070000,-23.234029939218400,3.75,1.8,,,,92.2,2585,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.9,,,,,,,,43,2,Slider,3,1,1,3,1,3,1,3,Infield shift,Standard,187,0,0.08
0,SL,2022-08-25,91.8,-1.35,5.59,"deGrom, Jacob",453568,594798,,ball,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,B,,,0,0,2022,0.22,0.63,1.55,1.91,,,663898,1,6,Top,,,,,621512,,,6.936814565034910,-133.54912829546800,-4.91416649801763,1.2896049501343600,25.729377267451700,-23.805640297474700,3.75,1.87,,,,92.9,2625,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.8,,,,,,,,43,1,Slider,3,1,1,3,1,3,1,3,Infield shift,Standard,199,0,0.042
0,SL,2022-08-25,90.8,-1.49,5.66,"deGrom, Jacob",663898,594798,,called_strike,,,,,2,Brendan Rodgers walks.,R,R,R,NYM,COL,S,,,3,1,2022,0.48,0.53,0.07,2.96,,,,1,6,Top,,,,,621512,,,2.906336524643860,-132.33682983682500,-2.1018156189106900,5.13940844597743,23.599082378083500,-25.68833210388780,3.21,1.48,,,,91.9,2605,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54,,,,,,,,42,5,Slider,3,1,1,3,1,3,1,3,Standard,Standard,176,0,-0.049
0,SL,2022-08-25,92.5,-1.54,5.65,"deGrom, Jacob",663898,594798,,ball,,,,,14,Brendan Rodgers walks.,R,R,R,NYM,COL,B,,,1,0,2022,0.34,0.64,1.26,2.26,,,,1,6,Top,,,,,621512,,,6.438030711998220,-134.7372791854970,-4.333781669879890,2.9814547161893700,25.355211418058300,-23.678006847782600,3.27,1.53,,,,93.5,2512,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.95,,,,,,,,42,2,Slider,3,1,1,3,1,3,1,3,Standard,Standard,197,0,0.044
1,SL,2022-08-25,92,-1.42,5.6,"deGrom, Jacob",661531,594798,,foul,,,,,6,Brian Serven lines out to right fielder Starling Marte.,R,R,R,NYM,COL,S,,,0,0,2022,0.41,0.33,0.8,2.78,578428,545341,,2,5,Top,,,,,621512,,,4.766974184889000,-134.00425014246900,-2.135366652429310,4.128987382053770,25.504835150654000,-27.894702544851300,3.37,1.6,164,76.8,15,93.2,2525,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.83,,,,,,,,34,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,176,0,-0.052
1,SL,2022-08-25,92.8,-1.35,5.67,"deGrom, Jacob",656541,594798,strikeout,swinging_strike,,,,,14,Sam Hilliard strikes out swinging.,R,L,R,NYM,COL,S,2,,0,2,2022,0.41,0.3,0.58,1.33,578428,545341,,1,5,Top,,,,,621512,,,4.077063330826570,-135.14189216946000,-6.039823902088760,4.22567666160615,26.935027949346200,-27.46428690130670,3.64,1.75,,,,93.7,2583,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.92,,,0,1,0,0,,33,3,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,154,0.077,-0.483
1,SL,2022-08-25,93.3,-1.45,5.64,"deGrom, Jacob",656541,594798,,called_strike,,,,,9,Sam Hilliard strikes out swinging.,R,L,R,NYM,COL,S,,,0,1,2022,0.42,0.49,0.65,2.21,578428,545341,,1,5,Top,,,,,621512,,,4.505452684625660,-135.9561625080320,-4.233993227199240,4.39648223922269,26.840814045572100,-25.37361431519480,3.54,1.65,,,,94.2,2460,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.99,,,,,,,,33,2,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,166,0,-0.17
1,SL,2022-08-25,92.5,-1.49,5.58,"deGrom, Jacob",656541,594798,,called_strike,,,,,14,Sam Hilliard strikes out swinging.,R,L,R,NYM,COL,S,,,0,0,2022,0.35,0.33,0.92,1.72,578428,545341,,1,5,Top,,,,,621512,,,5.389778315299520,-134.6513635026400,-4.809468590684830,3.2066055435803400,27.876511984308400,-27.334925428756100,3.49,1.72,,,,93.2,2381,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.93,,,,,,,,33,1,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,197,0,-0.107
1,SL,2022-08-25,94.5,-1.43,5.61,"deGrom, Jacob",578428,594798,single,hit_into_play,,,,,9,Jose Iglesias singles on a sharp ground ball to shortstop Francisco Lindor.,R,R,R,NYM,COL,X,6,ground_ball,2,2,2022,0.3,0.4,0.56,1.75,,,,1,5,Top,110.73,144.5,,,621512,,,4.556930023372450,-137.58086206210300,-5.330672233462090,2.792066727210790,30.025223816008400,-26.060891562277000,3.05,1.38,10,101.8,-10,95.3,2517,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.81,0.289,0.283,0.9,1,1,0,2,31,5,Slider,3,0,0,3,0,3,0,3,Standard,Standard,191,-0.025,0.284
1,SL,2022-08-25,93.3,-1.54,5.6,"deGrom, Jacob",578428,594798,,swinging_strike,,,,,14,Jose Iglesias singles on a sharp ground ball to shortstop Francisco Lindor.,R,R,R,NYM,COL,S,,,2,1,2022,0.41,0.42,0.45,0.55,,,,1,5,Top,,,,,621512,,,4.223709321157110,-135.63924587509900,-8.172469429021560,4.140857998230770,28.937222234755300,-25.435662405647300,3.05,1.38,,,,93.7,2548,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.98,,,,,,,,31,4,Slider,3,0,0,3,0,3,0,3,Standard,Standard,210,0,-0.046
1,SL,2022-08-25,93,-1.39,5.65,"deGrom, Jacob",578428,594798,,called_strike,,,,,9,Jose Iglesias singles on a sharp ground ball to shortstop Francisco Lindor.,R,R,R,NYM,COL,S,,,2,0,2022,0.44,0.36,0.71,1.31,,,,1,5,Top,,,,,621512,,,4.433735053813200,-135.36726057965900,-6.1923250926039,4.509370862523980,28.040689445695600,-26.655364106988400,2.94,1.17,,,,93.4,2628,6.4,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.1,,,,,,,,31,3,Slider,3,0,0,3,0,3,0,3,Standard,Standard,197,0,-0.042
1,SL,2022-08-25,92.6,-1.31,5.67,"deGrom, Jacob",543068,594798,field_out,hit_into_play,,,,,14,"C.J. Cron grounds out, third baseman Brett Baty to first baseman Pete Alonso.",R,R,R,NYM,COL,X,5,ground_ball,2,2,2022,0.27,0.27,0.6,1.46,,,,0,5,Top,98.96,151.5,,,621512,,,4.3504889339753800,-134.83422879156900,-5.603205922052210,2.3563626647784800,27.873743671864200,-27.93880644764700,3.75,1.71,5,95.7,-17,93.7,2511,6.8,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.73,0.154,0.139,0,1,0,0,2,30,6,Slider,3,0,0,3,0,3,0,3,Standard,Standard,167,0.022,-0.195
1,SL,2022-08-25,92.4,-1.38,5.7,"deGrom, Jacob",543068,594798,,foul,,,,,14,"C.J. Cron grounds out, third baseman Brett Baty to first baseman Pete Alonso.",R,R,R,NYM,COL,S,,,2,2,2022,0.43,0.33,1.22,1.99,,,,0,5,Top,,,,,621512,,,5.730658363291260,-134.60994464638800,-4.474660409480830,4.152706088758480,25.564570086027800,-27.405005324354200,3.75,1.71,,,,93.5,2666,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.88,,,,,,,,30,5,Slider,3,0,0,3,0,3,0,3,Standard,Standard,153,0,0
1,SL,2022-08-25,93.5,-1.49,5.67,"deGrom, Jacob",543068,594798,,ball,,,,,14,"C.J. Cron grounds out, third baseman Brett Baty to first baseman Pete Alonso.",R,R,R,NYM,COL,B,,,1,2,2022,0.31,0.54,1.53,1.48,,,,0,5,Top,,,,,621512,,,7.187704599797210,-136.15253891464700,-6.440379966764590,2.5843479173589300,24.453864655822000,-24.284894976005100,3.67,1.77,,,,95.1,2589,6.8,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.71,,,,,,,,30,4,Slider,3,0,0,3,0,3,0,3,Standard,Standard,202,0,0.037
0,SL,2022-08-25,91.2,-1.44,5.56,"deGrom, Jacob",543068,594798,,ball,,,,,14,"C.J. Cron grounds out, third baseman Brett Baty to first baseman Pete Alonso.",R,R,R,NYM,COL,B,,,0,1,2022,0.48,0.54,1.9,0.62,,,,0,5,Top,,,,,621512,,,7.403964094639530,-132.58676251592100,-7.812178427951920,4.311313544751640,25.10951735676650,-24.410578875227400,3.67,1.72,,,,92.3,2605,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.77,,,,,,,,30,2,Slider,3,0,0,3,0,3,0,3,Standard,Standard,174,0,0.025
1,SL,2022-08-25,92.1,-1.55,5.68,"deGrom, Jacob",543068,594798,,called_strike,,,,,9,"C.J. Cron grounds out, third baseman Brett Baty to first baseman Pete Alonso.",R,R,R,NYM,COL,S,,,0,0,2022,0.44,0.47,0.77,1.73,,,,0,5,Top,,,,,621512,,,4.940485094902860,-134.09814834860200,-5.325624127357870,4.466712870992410,25.60951680889760,-25.55319089828850,3.75,1.72,,,,92.8,2587,6.4,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.09,,,,,,,,30,1,Slider,3,0,0,3,0,3,0,3,Standard,Standard,162,0,-0.034
1,SL,2022-08-25,94.3,-1.44,5.62,"deGrom, Jacob",453568,594798,strikeout,swinging_strike,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,S,2,,2,2,2022,0.39,0.56,0.75,1.24,,,,2,4,Top,,,,,621512,,,4.868981995435070,-137.31459598549600,-7.050110335742100,3.974268131658400,26.705944041236300,-23.810793557416500,3.75,1.76,,,,95.5,2483,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.8,,,0,1,0,0,,26,6,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,186,0.008,-0.083
1,SL,2022-08-25,93.6,-1.35,5.69,"deGrom, Jacob",453568,594798,,foul,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,S,,,2,2,2022,0.13,0.4,1.17,1.25,,,,2,4,Top,,,,,621512,,,6.248476266358460,-136.1891589663210,-6.676507263237230,0.420446274493502,26.61622963158520,-26.055026864776800,3.75,1.76,,,,94.5,2736,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.95,,,,,,,,26,5,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,162,0,0
1,SL,2022-08-25,93.8,-1.52,5.62,"deGrom, Jacob",453568,594798,,foul,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,S,,,2,1,2022,0.52,0.37,1.45,1.26,,,,2,4,Top,,,,,621512,,,6.602623680634370,-136.4520116287540,-6.485917858523470,5.257245331949760,26.893374371094300,-26.356381455151700,3.75,1.76,,,,95,2544,6.8,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.72,,,,,,,,26,4,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,186,0,-0.031
1,SL,2022-08-25,93.8,-1.41,5.66,"deGrom, Jacob",453568,594798,,swinging_strike,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,S,,,2,0,2022,0.34,0.67,0.65,1.62,,,,2,4,Top,,,,,621512,,,4.608547361818490,-136.54178248285600,-6.283996542500770,3.4212989837401000,26.40062672244470,-22.657191481943300,3.75,1.76,,,,94.6,2453,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.02,,,,,,,,26,3,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,192,0,-0.023
0,SL,2022-08-25,92.8,-1.44,5.72,"deGrom, Jacob",453568,594798,,ball,,,,,14,Charlie Blackmon strikes out swinging.,R,L,R,NYM,COL,B,,,0,0,2022,0.51,0.3,1.84,1.91,,,,2,4,Top,,,,,621512,,,7.295012822151560,-135.0894186881070,-4.7007329429385400,4.800856374793690,26.946734869250200,-27.657789372667400,3.75,1.79,,,,93.3,2479,6.4,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.11,,,,,,,,26,1,Slider,3,0,0,3,0,3,0,3,Infield shift,Standard,180,0,0.015
1,SL,2022-08-25,93.6,-1.3,5.76,"deGrom, Jacob",641857,594798,strikeout,swinging_strike,,,,,14,Ryan McMahon strikes out swinging.,R,L,R,NYM,COL,S,2,,2,2,2022,0.57,0.39,1.24,1.47,,,,0,4,Top,,,,,621512,,,5.322874486043210,-136.28610316286400,-6.2790187434492300,6.124580566802160,26.727529865201900,-26.234703388424600,3.51,1.67,,,,94.5,2597,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.99,,,0,1,0,0,,24,5,Slider,3,0,0,3,0,3,0,3,Strategic,Standard,190,0.021,-0.195
1,SL,2022-08-25,92.2,-1.47,5.66,"deGrom, Jacob",641857,594798,,swinging_strike,,,,,6,Ryan McMahon strikes out swinging.,R,L,R,NYM,COL,S,,,2,1,2022,0.52,0.35,0.7,2.45,,,,0,4,Top,,,,,621512,,,4.42874646377817,-134.42774899225100,-3.2131769975067300,5.554301044913380,25.52321724505290,-27.43148316536290,3.51,1.67,,,,93.4,2493,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.87,,,,,,,,24,4,Slider,3,0,0,3,0,3,0,3,Standard,Standard,153,0,-0.066
0,SL,2022-08-25,93.7,-1.53,5.7,"deGrom, Jacob",641857,594798,,ball,,,,,14,Ryan McMahon strikes out swinging.,R,L,R,NYM,COL,B,,,1,1,2022,0.47,0.47,1.28,-0.01,,,,0,4,Top,,,,,621512,,,6.256877890528630,-136.07286902771900,-10.104649939862700,4.581842440074730,27.768980079779500,-24.428000436918000,3.56,1.68,,,,94.3,2556,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.9,,,,,,,,24,3,Slider,3,0,0,3,0,3,0,3,Standard,Standard,215,0,0.049
0,SL,2022-08-25,90.5,-1.39,5.76,"deGrom, Jacob",641658,594798,strikeout,called_strike,,,,,3,Garrett Hampson called out on strikes.,R,R,R,NYM,COL,S,2,,1,2,2022,0.62,0.37,0.45,2.8,,,,2,3,Top,,,,,621512,,,3.2700934658255300,-131.9580847300860,-2.337760843824920,6.709210096133030,24.349757836795300,-27.506311735808300,3.17,1.45,,,,91.2,2695,6.3,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.21,,,0,1,0,0,,17,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,139,0.011,-0.07
1,SL,2022-08-25,92,-1.4,5.72,"deGrom, Jacob",641658,594798,,ball,,,,,14,Garrett Hampson called out on strikes.,R,R,R,NYM,COL,B,,,0,2,2022,0.58,0.41,1.35,2.2,,,,2,3,Top,,,,,621512,,,5.7592167868513900,-133.97419295400600,-4.0826172296979900,5.841850071853030,26.337296548092600,-26.53595756363450,3.33,1.58,,,,93,2615,6.7,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.84,,,,,,,,17,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,162,0,0.011
1,SL,2022-08-25,92.4,-1.48,5.61,"deGrom, Jacob",641658,594798,,called_strike,,,,,6,Garrett Hampson called out on strikes.,R,R,R,NYM,COL,S,,,0,1,2022,0.38,0.62,0.54,2.47,,,,2,3,Top,,,,,621512,,,4.3407138455007800,-134.6361976505570,-3.598503184621020,3.7119810391634400,27.45262188879110,-24.074431612568100,3.39,1.58,,,,93.1,2539,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.03,,,,,,,,17,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,177,0,-0.023
1,SL,2022-08-25,93.8,-1.46,5.7,"deGrom, Jacob",641658,594798,,swinging_strike,,,,,14,Garrett Hampson called out on strikes.,R,R,R,NYM,COL,S,,,0,0,2022,0.33,0.7,0.97,1.87,,,,2,3,Top,,,,,621512,,,5.574426349673390,-136.57358920495100,-5.791055751770860,2.9757895885050700,27.6298720856929,-22.38533861022080,3.39,1.6,,,,94.4,2459,6.5,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,54.05,,,,,,,,17,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,200,0,-0.017
1,SL,2022-08-25,92.5,-1.46,5.72,"deGrom, Jacob",656541,594798,strikeout,called_strike,,,,,9,Sam Hilliard called out on strikes.,R,L,R,NYM,COL,S,2,,1,2,2022,0.51,0.21,0.76,1.83,,,,0,3,Top,,,,,621512,,,4.556116199906870,-134.628922889779,-4.629583724273350,5.301172704485210,28.182132509534600,-28.785483885550800,3.54,1.72,,,,93.2,2542,6.6,662433,594798,621512,624413,643446,683146,596019,571980,607043,516782,53.9,,,0,1,0,0,,15,4,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,171,0.025,-0.158
